element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Type,
Y,5,"=""131.7557""","=""131.75505""","=""90""","=""1.4e+06""",E,,
F,6,"=""""","=""131.756""","=""""","=""4.6e+07""",B,,
V,4,"=""131.7566""","=""131.7561+""","=""5""","=""8.7e+08""",D,,
W,3,"=""131.7583""","=""131.7579""","=""10*""","=""""",,,
W,3,"=""131.7583""","=""131.7584""","=""10*""","=""""",,,
P,9,"=""""","=""131.759""","=""""","=""1.09e+01""",C,M1,
P,9,"=""""","=""131.759""","=""""","=""8.3e-03""",D,E2,
Re,3,"=""131.76794""","=""131.76816""","=""62""","=""9.00e+07""",,,
Br,1,"=""131.7695""","=""131.76909+""","=""2000""","=""1.0e+09""",E,,
Ca,3,"=""131.7699""","=""131.7699""","=""1700""","=""2.7e+07""",C,,
Mn,2,"=""131.770""","=""131.7692""","=""4""","=""""",,,
Sc,4,"=""131.7742""","=""131.7745""","=""7""","=""""",,,
B,5,"=""""","=""131.7767917""","=""""","=""4.7018e+07""",AA,,
W,3,"=""131.7794""","=""131.7795""","=""100bl""","=""""",,,
F,6,"=""""","=""131.782""","=""""","=""1.14e+07""",B,,
Fe,5,"=""131.7862""","=""131.7861""","=""1500""","=""2.7e+08""",C,,
Sr,5,"=""131.7874""","=""131.7877""","=""8""","=""""",,,
Os,3,"=""131.78871""","=""131.7888""","=""61""","=""3.52e+08""",,,
Sn,2,"=""131.7907""","=""131.7914""","=""86000""","=""1.3e+09""",D+,,
Ir,4,"=""131.7929""","=""131.7931""","=""58""","=""1.91e+08""",,,
Y,5,"=""131.7946""","=""131.7955""","=""2000000""","=""3.04e+09""",,,
W,3,"=""131.7947""","=""131.7949""","=""10""","=""""",,,
Ni,5,"=""131.7965""","=""131.7956""","=""40""","=""2.13e+08""",D+,,
F,6,"=""""","=""131.797""","=""""","=""1.3e+06""",C,,
O,2,"=""""","=""131.79764""","=""""","=""""",,,
B,5,"=""""","=""131.7992384""","=""""","=""1.0860e+08""",AA,,
B,5,"=""""","=""131.79927884""","=""""","=""8.4252e+07""",AA,,
Zn,4,"=""131.800""","=""""","=""200""","=""""",,,
Ni,27,"=""""","=""131.6""","=""""","=""5.7e+07""",C,,
Sr,5,"=""131.8047""","=""131.8048""","=""2""","=""""",,,
Ir,4,"=""131.8048""","=""131.8047""","=""145""","=""1.78e+08""",,,
W,3,"=""131.8060""","=""131.8059""","=""20*""","=""""",,,
W,3,"=""131.8060""","=""131.8065""","=""20*""","=""""",,,
Fe,2,"=""131.8067""","=""131.80654""","=""3500""","=""1.0e+07""",D,,
B,5,"=""""","=""131.80697854""","=""""","=""""",,,
B,5,"=""""","=""131.8069924""","=""""","=""1.1635e+08""",AA,,
Mg,3,"=""131.8078""","=""131.8082""","=""4""","=""""",,,
Mn,2,"=""131.809""","=""131.8081""","=""3""","=""""",,,
B,5,"=""""","=""131.81077542""","=""""","=""""",,,
B,5,"=""""","=""131.81078250""","=""""","=""""",,,
B,5,"=""""","=""131.81302876""","=""""","=""""",,,
W,3,"=""131.8137""","=""131.8140""","=""20""","=""""",,,
Ni,5,"=""131.81520""","=""131.81510""","=""64""","=""3.62e+08""",C,,
Co,2,"=""131.8186""","=""131.8188""","=""8200""","=""2.0e+08""",D,,
Re,5,"=""131.82003""","=""131.8208""","=""35""","=""1.67e+08""",,,
Pt,4,"=""131.8262""","=""131.8265""","=""112""","=""1.63e+07""",,,
O,2,"=""131.8269""","=""131.8272""","=""12""","=""""",,,
Re,4,"=""131.82941""","=""131.83026""","=""17""","=""2.43e+07""",,,
Fe,5,"=""131.8354""","=""131.83505""","=""1700*""","=""1.8e+08""",C,,
Fe,5,"=""131.8354""","=""131.83648""","=""1700*""","=""2.2e+08""",C,,
Ni,5,"=""131.8363""","=""131.8354""","=""120""","=""7.53e+08""",C,,
N,3,"=""""","=""131.8409""","=""""","=""7.50e+07""",B,,
O,4,"=""""","=""131.842""","=""""","=""1.42e+08""",B,,
N,1,"=""""","=""131.850""","=""""","=""1.36e+04""",B+,,
Ni,5,"=""131.85110""","=""131.85112""","=""130""","=""9.53e+08""",C,,
Kr,4,"=""131.854""","=""131.8545+""","=""8""","=""""",,,
Pt,4,"=""131.8558""","=""131.8548""","=""1421""","=""2.05e+08""",,,
Fe,2,"=""131.8577""","=""131.857240""","=""4000""","=""""",,,
O,4,"=""""","=""131.858""","=""""","=""1.86e+07""",B,,
Pt,4,"=""131.8591""","=""131.8585""","=""1468""","=""2.31e+08""",,,
Co,2,"=""131.8596""","=""131.8590""","=""12000""","=""7.e+07""",D,,
Re,5,"=""131.86024""","=""131.8603""","=""218""","=""3.03e+08""",,,
W,3,"=""131.8663""","=""131.8667""","=""5""","=""""",,,
Pt,5,"=""131.8667""","=""131.8659""","=""1048bl(Pt IV)""","=""3.10e+08""",,,
Pt,4,"=""131.8667""","=""131.8672""","=""1048bl(Pt V)""","=""7.50e+07""",,,
Mg,4,"=""""","=""131.8734""","=""""","=""1.18e+06""",E,,
O,4,"=""""","=""131.876""","=""""","=""9.28e+07""",B,,
B,4,"=""131.877""","=""131.878""","=""30*""","=""""",,,
B,4,"=""131.877""","=""131.878""","=""30*""","=""""",,,
B,4,"=""131.877""","=""131.878""","=""30*""","=""""",,,
V,2,"=""131.8798""","=""131.880834""","=""2700h""","=""""",,,
N,1,"=""""","=""131.882""","=""""","=""1.45e+03""",C,,
N,1,"=""""","=""131.883""","=""""","=""1.00e+06""",B+,,
Pt,5,"=""131.8836""","=""131.88322""","=""559""","=""8.09e+07""",,,
Y,5,"=""131.8842""","=""131.8843""","=""500000""","=""4.45e+08""",,,
Cu,5,"=""131.889""","=""""","=""55""","=""""",,,
Sr,4,"=""131.8896""","=""131.88889""","=""24*""","=""""",,,
Sr,4,"=""131.8896""","=""131.88906""","=""24*""","=""""",,,
Na,6,"=""""","=""131.89""","=""""","=""9.99e+07""",D+,,
Ni,5,"=""131.8923""","=""131.8932""","=""17d""","=""1.97e+08""",D+,,
N,1,"=""131.900""","=""131.8998""","=""230""","=""4.59e+07""",B+,,
Fe,2,"=""131.9003""","=""131.899903""","=""4000""","=""""",,,
N,1,"=""""","=""131.9005""","=""""","=""2.28e+07""",B+,,
W,3,"=""131.9011""","=""131.9013""","=""100""","=""""",,,
S,4,"=""131.9036""","=""131.9052""","=""6""","=""1.96e+08""",D+,,
Pt,2,"=""131.9108""","=""131.91057""","=""57bl""","=""""",,,
Pt,2,"=""131.91412""","=""131.91424""","=""180""","=""""",,,
Nb,3,"=""131.915""","=""""","=""50""","=""""",,,
Ni,5,"=""131.91580""","=""131.91571""","=""48""","=""3.02e+08""",C,,
Re,3,"=""131.91640""","=""131.91669""","=""1410""","=""1.56e+09""",,,
Fe,2,"=""131.9165""","=""131.916658""","=""400""","=""3.2e+06""",D,,
Fe,3,"=""131.9168""","=""131.91653""","=""790""","=""""",,,
Pt,4,"=""131.9172""","=""131.91728""","=""1354""","=""1.02e+08""",,,
Mn,2,"=""131.921""","=""131.91855""","=""10*""","=""""",,,
Mn,2,"=""131.921""","=""131.92101""","=""10*""","=""""",,,
Mn,2,"=""131.921""","=""131.92278""","=""10*""","=""""",,,
Mg,4,"=""""","=""131.9212""","=""""","=""7.78e+07""",C+,,
Pt,4,"=""131.9242""","=""131.92323""","=""430*""","=""4.50e+07""",,,
Pt,4,"=""131.9242""","=""131.9242""","=""430*""","=""9.50e+07""",,,
Pt,2,"=""131.92429""","=""131.92428""","=""95""","=""""",,,
Ir,4,"=""131.9260""","=""131.9262""","=""695""","=""1.11e+09""",,,
Co,3,"=""131.9290""","=""131.92839""","=""33""","=""3.8e+06""",D,,
Sc,5,"=""131.9316""","=""131.9317""","=""6""","=""""",,,
Fe,3,"=""131.9318""","=""131.93073""","=""790""","=""""",,,
Re,3,"=""131.93285""","=""131.9329""","=""29""","=""1.95e+08""",,,
Pt,6,"=""131.93457""","=""131.9350""","=""183""","=""1.90e+08""",,,
W,4,"=""131.9398""","=""131.9393""","=""100bl""","=""""",,,
Nb,4,"=""131.9413""","=""131.94113""","=""45000""","=""1.5e+08""",D+,,
W,3,"=""131.9438""","=""131.9440""","=""10bl""","=""""",,,
W,3,"=""131.9470""","=""131.9470""","=""5bl""","=""""",,,
Pt,4,"=""131.9477""","=""131.9478""","=""147""","=""3.67e+07""",,,
Ir,4,"=""131.9495""","=""131.9495""","=""165""","=""3.22e+08""",,,
Fe,2,"=""131.9500""","=""131.949804""","=""400bl(Fe II)*""","=""""",,,
Fe,2,"=""131.9500""","=""131.949936""","=""400bl(Fe II)*""","=""""",,,
Fe,2,"=""131.9500""","=""131.950245""","=""400bl(Fe II)*""","=""""",,,
Sn,3,"=""131.9560""","=""131.9556""","=""67""","=""""",,,
Al,4,"=""131.957""","=""131.9555""","=""1""","=""""",,,
Si,5,"=""""","=""131.9601""","=""""","=""3.10e+08""",A,,
Mo,5,"=""131.9640""","=""131.96395""","=""63000""","=""3.5e+08""",C,,
N,1,"=""""","=""131.9669""","=""""","=""1.70e+07""",B+,,
Fe,2,"=""131.9672""","=""131.968093""","=""4000""","=""""",,,
N,1,"=""131.968""","=""131.9676""","=""315""","=""5.76e+07""",B+,,
W,3,"=""131.9735""","=""131.9733""","=""5""","=""""",,,
Ne,7,"=""""","=""131.974""","=""""","=""1.1e+05""",C,,
Ni,5,"=""131.9748""","=""131.97520""","=""32""","=""3.08e+08""",C,,
Pt,5,"=""131.9781""","=""131.9777""","=""1625bl(Pt III)""","=""5.73e+07""",,,
Na,2,"=""131.9815""","=""131.9817""","=""30""","=""""",,,
Co,2,"=""131.9844""","=""131.9843""","=""8000""","=""7.e+07""",D,,
Sc,4,"=""131.9853""","=""131.9860""","=""0""","=""""",,,
Pt,2,"=""131.98553""","=""131.98565""","=""230""","=""""",,,
Fe,3,"=""131.9873""","=""131.98720""","=""580""","=""""",,,
Cr,7,"=""131.9885""","=""131.9885+""","=""7""","=""""",,,
O,2,"=""131.9918""","=""131.99200""","=""10""","=""""",,,
Fe,3,"=""131.9930""","=""131.99177""","=""4800""","=""""",,,
W,3,"=""131.9966""","=""131.9965""","=""20""","=""""",,,
Pt,6,"=""131.99889""","=""131.9989""","=""760""","=""3.04e+08""",,,
Ir,4,"=""132.0001""","=""132.0000""","=""767""","=""8.41e+08""",,,
Mg,3,"=""132.0022""","=""132.0019""","=""2""","=""""",,,
Pd,2,"=""132.00229""","=""132.00231""","=""800""","=""4.68e+08""",,,
V,2,"=""132.0027""","=""132.00354""","=""1600h""","=""""",,,
W,4,"=""132.0053""","=""132.0053""","=""100""","=""""",,,
Re,3,"=""132.00574""","=""132.00574""","=""36""","=""9.83e+07""",,,
Fe,2,"=""132.0062""","=""132.006013""","=""4000bl(Fe II)*""","=""1.1e+07""",D,,
Fe,2,"=""132.0062""","=""132.007305""","=""4000bl(Fe II)*""","=""""",,,
Pr,4,"=""132.010""","=""""","=""500""","=""""",,,
Re,4,"=""132.01082""","=""132.0118""","=""93""","=""1.17e+08""",,,
Fe,3,"=""132.0145""","=""132.01367""","=""3500""","=""""",,,
Sr,4,"=""132.0154""","=""132.01479""","=""14""","=""""",,,
Pt,2,"=""132.01750""","=""132.01754""","=""2000""","=""""",,,
Ni,5,"=""132.0203""","=""132.0205""","=""22d""","=""4.62e+07""",E,,
Y,5,"=""132.0219""","=""132.0219""","=""250""","=""1.64e+08""",,,
Zn,1,"=""132.0265""","=""132.0265""","=""a""","=""""",,,
Zn,1,"=""132.0279""","=""132.0279""","=""a""","=""""",,,
Zn,1,"=""132.0293""","=""132.0293""","=""a""","=""""",,,
Zn,1,"=""132.0310""","=""132.0310""","=""a""","=""""",,,
Fe,5,"=""132.0312""","=""132.0315""","=""370""","=""2.6e+07""",D,,
Zn,1,"=""132.0327""","=""132.0327""","=""a""","=""""",,,
Zn,1,"=""132.0346""","=""132.0346""","=""a""","=""""",,,
W,3,"=""132.0350""","=""132.0348""","=""3""","=""""",,,
Mo,6,"=""132.0351""","=""132.03440""","=""150000""","=""5.12e+08""",,,
Zn,1,"=""132.0367""","=""132.0367""","=""a""","=""""",,,
Sn,3,"=""132.0375""","=""132.0370""","=""40""","=""""",,,
Zn,1,"=""132.0386""","=""132.0386""","=""a""","=""""",,,
Fe,2,"=""132.0404""","=""132.039947""","=""2100""","=""""",,,
Zn,1,"=""132.0407""","=""132.0407""","=""a""","=""""",,,
Fe,5,"=""132.0410""","=""132.04116""","=""1500""","=""9.2e+08""",C+,,
Zn,1,"=""132.0430""","=""132.0430""","=""a""","=""""",,,
Zn,1,"=""132.0454""","=""132.0454""","=""a""","=""""",,,
Zn,1,"=""132.0478""","=""132.0478""","=""a""","=""""",,,
Ir,4,"=""132.0481""","=""132.0480""","=""54""","=""2.22e+08""",,,
Sr,5,"=""132.0489""","=""132.0491""","=""8""","=""""",,,
Zn,1,"=""132.0505""","=""132.0505""","=""a""","=""""",,,
Zn,1,"=""132.0533""","=""132.0533""","=""a""","=""""",,,
Sc,5,"=""132.0540""","=""132.0557""","=""7""","=""""",,,
Re,3,"=""132.05499""","=""132.05501""","=""281""","=""1.97e+08""",,,
Ir,4,"=""132.0560""","=""132.0555""","=""76""","=""2.97e+08""",,,
Fe,2,"=""132.0563""","=""132.055625""","=""3300bl(Fe II)*""","=""""",,,
Fe,2,"=""132.0563""","=""132.056018""","=""3300bl(Fe II)*""","=""""",,,
Zn,1,"=""132.0563""","=""132.0563""","=""a""","=""""",,,
O,2,"=""132.0567""","=""132.05968""","=""10""","=""""",,,
Al,6,"=""132.057""","=""132.057""","=""400""","=""6.88e+08""",A,,
Zn,1,"=""132.0595""","=""132.0595""","=""a""","=""""",,,
Ir,4,"=""132.0614""","=""132.0618""","=""118""","=""2.10e+08""",,,
Zn,1,"=""132.0629""","=""132.0629""","=""a""","=""""",,,
Fe,2,"=""132.0630""","=""132.062346""","=""5000bl(Fe II)*""","=""""",,,
Fe,2,"=""132.0630""","=""132.063602""","=""5000bl(Fe II)*""","=""""",,,
Pt,2,"=""132.06427""","=""132.06431""","=""400""","=""""",,,
Zn,1,"=""132.0665""","=""132.0665""","=""a""","=""""",,,
Re,3,"=""132.06861""","=""132.06819""","=""651*""","=""1.05e+08""",,,
Re,3,"=""132.06861""","=""132.06910""","=""651*""","=""4.24e+08""",,,
Cu,2,"=""132.0687""","=""132.068581""","=""30000""","=""""",,,
Pr,4,"=""132.070""","=""""","=""1000""","=""""",,,
Zn,1,"=""132.0703""","=""132.0703""","=""a""","=""""",,,
W,3,"=""132.0706""","=""132.0698""","=""3""","=""""",,,
Ni,5,"=""132.07150""","=""132.07152""","=""74""","=""8.15e+08""",B+,,
Zn,4,"=""132.074""","=""""","=""200""","=""""",,,
Zr,5,"=""132.074""","=""""","=""400""","=""""",,,
Zn,1,"=""132.0744""","=""132.0744""","=""a""","=""""",,,
Fe,2,"=""132.0762""","=""132.075570""","=""2600bl(Fe II)*""","=""""",,,
Fe,2,"=""132.0762""","=""132.07643""","=""2600bl(Fe II)*""","=""7.e+06""",D,,
Zn,1,"=""132.0788""","=""132.0788""","=""a""","=""""",,,
Zn,1,"=""132.0835""","=""132.0835""","=""a""","=""""",,,
Pt,5,"=""132.0846""","=""132.08494""","=""1790""","=""2.13e+08""",,,
Fe,2,"=""132.0867""","=""132.087716""","=""9000""","=""""",,,
Zn,1,"=""132.0884""","=""132.0884""","=""a""","=""""",,,
Ni,5,"=""132.0899""","=""132.0901""","=""34""","=""1.26e+08""",C,,
Zn,1,"=""132.0939""","=""132.0939""","=""a""","=""""",,,
O,2,"=""132.0957""","=""132.09437""","=""12""","=""""",,,
N,5,"=""""","=""132.0976""","=""""","=""1.72e+06""",B,,
Pt,5,"=""132.0982""","=""132.0985""","=""374""","=""7.67e+07""",,,
Zn,1,"=""132.0997""","=""132.0997""","=""a""","=""""",,,
N,5,"=""""","=""132.1025""","=""""","=""1.72e+07""",B,,
Ir,4,"=""132.1034""","=""132.10289""","=""120""","=""1.58e+08""",,,
O,4,"=""""","=""132.104""","=""""","=""7.04e+07""",B,,
Zn,1,"=""132.1060""","=""132.1060""","=""a""","=""""",,,
N,5,"=""""","=""132.1062""","=""""","=""1.54e+07""",B,,
Ti,12,"=""132.108""","=""132.10*""","=""""","=""""",,,
Fe,2,"=""132.1098""","=""132.109687""","=""1900""","=""1.4e+07""",D,,
W,7,"=""132.1113""","=""132.1114""","=""5000""","=""""",,,
Zn,1,"=""132.1128""","=""132.1128""","=""a""","=""""",,,
Cu,4,"=""132.117""","=""""","=""70""","=""""",,,
Zn,1,"=""132.1200""","=""132.1200""","=""a""","=""""",,,
Zn,4,"=""132.122""","=""""","=""200""","=""""",,,
Kr,4,"=""132.123""","=""132.1231+""","=""10l""","=""""",,,
Ni,5,"=""132.1255""","=""132.1251""","=""42""","=""2.04e+08""",C,,
Xe,4,"=""132.1270""","=""132.1281+""","=""3""","=""""",,,
Zn,1,"=""132.1280""","=""132.1280""","=""a""","=""""",,,
Ba,3,"=""132.1313""","=""132.1310""","=""4""","=""""",,,
O,2,"=""132.1317""","=""132.13275""","=""15""","=""""",,,
Fe,2,"=""132.1335""","=""132.134131""","=""2100""","=""""",,,
Fe,5,"=""132.1341""","=""132.13424""","=""1600""","=""2.3e+08""",C,,
Re,4,"=""132.13452""","=""132.1339""","=""33""","=""1.04e+08""",,,
Pr,4,"=""132.136""","=""""","=""5000""","=""""",,,
Zn,1,"=""132.1367""","=""132.1367""","=""a""","=""""",,,
Co,3,"=""""","=""132.13697""","=""""","=""3.6e+01""",C,E2,
Os,3,"=""132.13746""","=""132.13780""","=""62""","=""8.22e+07""",,,
O,2,"=""""","=""132.14111""","=""""","=""""",,,
Fe,3,"=""132.1418""","=""132.14220""","=""4800""","=""""",,,
Gd,4,"=""132.142""","=""""","=""600""","=""""",,,
Mg,5,"=""""","=""132.142""","=""""","=""9.24e+07""",C+,,
Pt,4,"=""132.1446""","=""132.1449""","=""134""","=""6.75e+07""",,,
Al,5,"=""""","=""132.146""","=""""","=""1.24e+08""",C+,,
Zn,1,"=""132.1461""","=""132.1461""","=""a""","=""""",,,
Fe,5,"=""132.1490""","=""132.14905""","=""1600""","=""2.8e+08""",C,,
Co,3,"=""""","=""132.15069""","=""""","=""5.8e+01""",C,E2,
Pt,5,"=""132.1507""","=""132.1504""","=""209""","=""4.64e+07""",,,
Ne,4,"=""132.1513""","=""132.1520""","=""6""","=""""",,,
Zn,1,"=""132.1563""","=""132.1563""","=""a""","=""""",,,
Al,6,"=""132.159""","=""132.158""","=""900""","=""6.53e+08""",A,,
Zn,1,"=""132.1676""","=""132.1676""","=""a""","=""""",,,
Pt,5,"=""132.1696""","=""132.1697""","=""243""","=""3.57e+07""",,,
Ga,17,"=""132.17""","=""132.168+""","=""""","=""2.76e+03""",,M1,
Tl,2,"=""132.171""","=""132.16442+""","=""25r""","=""1.69e+09""",,,
Hg,2,"=""132.1713""","=""132.17116""","=""2000""","=""6.7e+08""",,,
V,4,"=""132.1719""","=""132.1713+""","=""10""","=""9.4e+07""",D,,
Si,6,"=""""","=""132.172""","=""""","=""7.46e+07""",B+,,
Co,2,"=""132.1725""","=""132.1715""","=""2000""","=""1.4e+06""",E,,
Ir,4,"=""132.1736""","=""132.1727""","=""22""","=""7.45e+07""",,,
W,4,"=""132.1772""","=""132.1775""","=""50""","=""""",,,
Cu,2,"=""132.1798""","=""132.179611""","=""11000""","=""""",,,
Zn,1,"=""132.1800""","=""132.1800""","=""a""","=""""",,,
Sn,3,"=""132.1842""","=""132.1841""","=""15""","=""""",,,
Cd,4,"=""132.185""","=""""","=""15""","=""""",,,
Fe,5,"=""132.1850""","=""132.18507""","=""510""","=""7.9e+07""",C,,
Fe,2,"=""132.1888""","=""132.189169""","=""9000""","=""""",,,
V,4,"=""132.1917""","=""132.1910+""","=""10""","=""9.9e+08""",D,,
Zn,1,"=""132.1937""","=""132.1937""","=""a""","=""""",,,
Fe,2,"=""132.1998""","=""132.198663""","=""700""","=""""",,,
Re,4,"=""132.20277""","=""132.20242""","=""392*""","=""1.44e+08""",,,
Re,4,"=""132.20277""","=""132.20329""","=""392*""","=""6.82e+07""",,,
O,4,"=""""","=""132.203""","=""""","=""7.37e+07""",B,,
Cr,2,"=""132.2047""","=""132.204651""","=""1q""","=""""",,,
Mo,5,"=""132.2063""","=""132.20637""","=""2600""","=""3.0e+07""",E,,
Zn,1,"=""132.2088""","=""132.2088""","=""a""","=""""",,,
O,4,"=""""","=""132.221""","=""""","=""3.68e+07""",B,,
Y,5,"=""132.2222""","=""132.2221""","=""500000""","=""5.70e+08""",,,
Mn,12,"=""132.223""","=""132.2*""","=""""","=""6.2e+02""",E,M1,
Sr,4,"=""132.2234""","=""132.22282""","=""16""","=""""",,,
Zn,1,"=""132.2255""","=""132.22555""","=""a""","=""""",,,
W,3,"=""132.2268""","=""132.2271""","=""100""","=""""",,,
Os,3,"=""132.22835""","=""132.2293""","=""15bl(Os V)""","=""9.23e+06""",,,
Na,2,"=""132.2295""","=""""","=""12""","=""""",,,
Zn,4,"=""132.233""","=""""","=""200""","=""""",,,
Sc,5,"=""132.2365""","=""132.2368""","=""9""","=""""",,,
O,2,"=""132.2402""","=""132.24357""","=""9""","=""""",,,
La,3,"=""132.242""","=""""","=""100""","=""""",,,
Zn,4,"=""132.243""","=""""","=""200""","=""""",,,
Ir,4,"=""132.2437""","=""132.2442""","=""23""","=""1.44e+08""",,,
Zn,1,"=""132.2442""","=""132.24424""","=""a""","=""""",,,
F,6,"=""""","=""132.249""","=""""","=""3.4e+07""",B,,
W,7,"=""132.2495""","=""132.2499""","=""3000""","=""""",,,
Xe,4,"=""132.2500""","=""132.2491+""","=""5""","=""""",,,
Pr,4,"=""132.251""","=""""","=""500""","=""""",,,
In,2,"=""132.251""","=""132.251892""","=""4200""","=""1.5e+08""",C,,
Pt,4,"=""132.2517""","=""132.2518""","=""168""","=""1.80e+08""",,,
Sr,5,"=""132.2536""","=""132.2539""","=""4""","=""""",,,
Ti,12,"=""132.258""","=""132.26*""","=""""","=""""",,,
Ti,12,"=""132.258""","=""132.3*""","=""""","=""""",,,
Sc,4,"=""132.2588""","=""132.2592""","=""1""","=""""",,,
Cu,2,"=""132.2628""","=""132.263248""","=""21000""","=""""",,,
Pt,4,"=""132.2634""","=""132.2627""","=""640bl(Pt V)""","=""1.53e+08""",,,
Pt,5,"=""132.2634""","=""132.2648""","=""640bl(Pt IV)""","=""2.73e+07""",,,
N,3,"=""""","=""132.2636""","=""""","=""5.47e+05""",C+,,
Re,3,"=""132.26415""","=""132.2654""","=""98""","=""6.63e+07""",,,
Co,3,"=""""","=""132.2646""","=""""","=""1.4e+02""",C,E2,
F,6,"=""""","=""132.265""","=""""","=""1.88e+07""",B,,
Zn,1,"=""132.2650""","=""132.26505""","=""a""","=""""",,,
Fe,2,"=""132.2712""","=""132.271892""","=""700""","=""""",,,
Pt,5,"=""132.2724""","=""132.2724""","=""97""","=""7.29e+07""",,,
N,3,"=""""","=""132.2809""","=""""","=""7.38e+06""",B,,
Pt,2,"=""132.2837""","=""132.28309""","=""5100*""","=""""",,,
Pt,2,"=""132.2837""","=""132.28426""","=""5100*""","=""""",,,
Xe,4,"=""132.2870""","=""132.2862+""","=""7""","=""""",,,
Co,2,"=""132.2879""","=""132.2874""","=""1200""","=""7.e+06""",D,,
Zn,1,"=""132.2884""","=""132.28845""","=""a""","=""""",,,
Y,5,"=""132.2889""","=""132.2893""","=""3000000""","=""2.41e+09""",,,
Pt,5,"=""132.3010""","=""132.3009""","=""3384""","=""3.36e+08""",,,
Lu,4,"=""132.302""","=""""","=""50""","=""""",,,
Sc,5,"=""132.3033""","=""132.3035""","=""2""","=""""",,,
Co,2,"=""132.3036""","=""132.3033""","=""780""","=""8.e+06""",E,,
Hg,2,"=""132.3042""","=""132.30377""","=""60p""","=""6.3e+08""",,,
Pt,2,"=""132.30765""","=""132.307569""","=""480""","=""""",,,
Fe,2,"=""132.3084""","=""132.308430""","=""3000""","=""1.1e+07""",D,,
Fe,5,"=""132.3097""","=""132.30938""","=""55""","=""4.0e+06""",C,,
Ga,3,"=""132.3147""","=""132.31462+""","=""12""","=""""",,,
Zn,1,"=""132.3149""","=""132.31493""","=""a""","=""""",,,
Cu,2,"=""132.3188""","=""132.320408""","=""9700""","=""""",,,
Pt,6,"=""132.31903""","=""132.3193""","=""858""","=""4.53e+08""",,,
W,3,"=""132.3207""","=""132.3207""","=""100""","=""""",,,
Pt,5,"=""132.3230""","=""132.32328""","=""1453""","=""1.14e+08""",,,
Re,4,"=""132.32325""","=""132.32328""","=""19""","=""3.00e+07""",,,
Ge,3,"=""132.324""","=""""","=""4""","=""""",,,
O,2,"=""""","=""132.32522""","=""""","=""""",,,
Fe,2,"=""132.3260""","=""132.325554""","=""2700bl(Fe II)*""","=""""",,,
Fe,2,"=""132.3260""","=""132.32594""","=""2700bl(Fe II)*""","=""6.0e+07""",D+,,
Ba,3,"=""132.3266""","=""132.3268""","=""6""","=""""",,,
Fe,5,"=""132.3269""","=""132.32693""","=""2100""","=""8.4e+08""",C+,,
Cu,5,"=""132.328""","=""""","=""65""","=""""",,,
Pt,2,"=""132.32831""","=""132.32824""","=""6000""","=""""",,,
Ni,5,"=""132.3299""","=""132.3300""","=""16d""","=""1.07e+08""",D,,
Fe,2,"=""132.3352""","=""132.335224""","=""1200""","=""6.e+06""",D,,
W,4,"=""132.3370""","=""132.3369""","=""50""","=""""",,,
Pt,4,"=""132.3393""","=""132.3393""","=""2962""","=""4.64e+08""",,,
Zn,1,"=""132.3449""","=""132.34489""","=""a""","=""""",,,
Re,3,"=""132.34800""","=""132.34761""","=""112bl(Re IV)""","=""1.29e+08""",,,
Re,4,"=""132.34800""","=""132.34831""","=""112bl(Re III)""","=""1.00e+07""",,,
W,4,"=""132.3515""","=""132.3513""","=""10""","=""""",,,
S,1,"=""132.35153""","=""132.35165""","=""3500g""","=""6.04e+07""",C,,
S,1,"=""132.35220""","=""132.35235""","=""400g""","=""3.40e+07""",C,,
Pt,2,"=""132.35388""","=""132.35371""","=""180""","=""""",,,
Ni,5,"=""132.3553""","=""132.3547""","=""74*""","=""4.81e+08""",C,,
Ni,5,"=""132.3553""","=""132.3557""","=""74*""","=""2.08e+08""",C,,
Fe,2,"=""132.3597""","=""132.358603""","=""2000bl(Fe II)*""","=""""",,,
Fe,2,"=""132.3597""","=""132.359925""","=""2000bl(Fe II)*""","=""""",,,
Na,7,"=""""","=""132.36""","=""""","=""1.24e+06""",D+,,
Cr,2,"=""132.36141""","=""132.36151""","=""3""","=""""",,,
V,21,"=""""","=""132.450""","=""""","=""3.87e+03""",B,M1,
